id,Category,blouse_pattern,border,border_width,occassion,ornamentation,pallu_details,transparency
15521,Sarees,default,woven design,small border,wedding,,same as saree,no
15525,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15528,Sarees,default,woven design,big border,traditional,,zari woven,no
15535,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
15547,Sarees,default,woven design,big border,wedding,,same as saree,no
15551,Sarees,same as border,temple border,big border,party,,zari woven,yes
15553,Sarees,same as border,temple border,big border,party,,zari woven,no
15557,Sarees,default,zari,,party,tassels and latkans,same as saree,no
15559,Sarees,same as saree,woven design,small border,party,,same as saree,no
15561,Sarees,same as border,zari,small border,party,,zari woven,no
15573,Sarees,same as border,woven design,big border,daily,,zari woven,no
15585,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15596,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15600,Sarees,default,zari,big border,traditional,,zari woven,no
15607,Sarees,same as saree,zari,big border,party,,zari woven,no
15617,Sarees,same as border,temple border,big border,party,,zari woven,no
15619,Sarees,default,no border,no border,party,,same as saree,no
15625,Sarees,same as border,default,small border,party,,zari woven,no
15627,Sarees,same as saree,zari,big border,daily,,default,no
15634,Sarees,same as border,temple border,big border,party,,zari woven,no
15651,Sarees,same as saree,temple border,big border,party,,zari woven,yes
15675,Sarees,same as border,temple border,big border,party,,zari woven,yes
15681,Sarees,default,woven design,big border,party,,zari woven,no
15684,Sarees,same as border,zari,big border,daily,,zari woven,no
15695,Sarees,same as saree,temple border,big border,party,,zari woven,yes
15704,Sarees,same as saree,zari,big border,party,,zari woven,yes
15706,Sarees,same as saree,temple border,big border,party,,zari woven,yes
15708,Sarees,same as border,zari,small border,traditional,,zari woven,no
15714,Sarees,same as border,temple border,big border,party,,zari woven,no
15716,Sarees,same as border,temple border,big border,party,,zari woven,yes
15717,Sarees,same as border,woven design,big border,party,,same as saree,no
15745,Sarees,same as border,temple border,big border,party,,zari woven,yes
15750,Sarees,same as border,zari,big border,party,,zari woven,yes
15753,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
15782,Sarees,same as border,woven design,small border,daily,,zari woven,no
15788,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15791,Sarees,same as saree,solid,small border,party,,same as saree,no
15798,Sarees,solid,zari,big border,party,,zari woven,no
15803,Sarees,same as saree,zari,big border,party,,zari woven,no
15806,Sarees,same as saree,temple border,big border,party,,zari woven,yes
15836,Sarees,same as border,temple border,big border,party,,zari woven,no
15854,Sarees,same as border,temple border,big border,party,,zari woven,no
15866,Sarees,same as border,default,small border,party,,same as saree,no
15869,Sarees,same as saree,zari,big border,party,,zari woven,yes
15870,Sarees,same as saree,zari,big border,daily,,zari woven,no
15874,Sarees,same as border,no border,no border,party,tassels and latkans,,no
15880,Sarees,default,no border,no border,party,,zari woven,no
15885,Sarees,default,woven design,big border,traditional,,zari woven,no
15889,Sarees,same as border,zari,big border,daily,,zari woven,no
15892,Sarees,same as border,temple border,big border,party,,zari woven,no
15897,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
15904,Sarees,same as border,temple border,big border,party,,zari woven,no
15908,Sarees,same as border,zari,big border,party,,zari woven,yes
15909,Sarees,same as saree,zari,big border,party,,same as saree,no
15917,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15920,Sarees,same as saree,zari,big border,daily,,zari woven,no
15924,Sarees,same as border,zari,big border,party,,zari woven,no
15933,Sarees,same as border,woven design,big border,wedding,,zari woven,no
15935,Sarees,same as saree,zari,big border,party,,zari woven,no
15938,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15947,Sarees,default,zari,big border,party,,zari woven,no
15968,Sarees,same as saree,temple border,big border,daily,,zari woven,no
15971,Sarees,same as border,zari,big border,daily,,zari woven,no
15978,Sarees,same as border,zari,big border,party,,zari woven,no
15986,Sarees,same as border,temple border,big border,party,,zari woven,yes
15994,Sarees,solid,zari,big border,daily,,zari woven,no
16009,Sarees,same as saree,solid,small border,party,,same as saree,no
16012,Sarees,same as saree,zari,small border,traditional,,same as saree,no
16014,Sarees,same as border,temple border,big border,party,,zari woven,no
16025,Sarees,same as saree,temple border,big border,party,,zari woven,yes
16031,Sarees,same as border,zari,small border,daily,,zari woven,yes
16034,Sarees,same as border,zari,big border,traditional,,zari woven,no
16041,Sarees,same as border,zari,big border,traditional,,zari woven,no
16046,Sarees,same as border,woven design,small border,traditional,,same as saree,no
16049,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16056,Sarees,default,no border,no border,party,,zari woven,no
16062,Sarees,solid,zari,big border,party,,zari woven,yes
16073,Sarees,default,no border,no border,party,,same as saree,no
16075,Sarees,same as saree,zari,big border,daily,,zari woven,no
16076,Sarees,same as saree,woven design,big border,daily,,same as saree,no
16079,Sarees,default,no border,no border,party,,zari woven,no
16081,Sarees,same as saree,zari,big border,daily,,zari woven,no
16099,Sarees,same as border,temple border,big border,party,,zari woven,no
16110,Sarees,same as saree,zari,small border,party,,same as saree,no
16111,Sarees,default,no border,no border,party,,zari woven,no
16117,Sarees,same as saree,zari,big border,party,,zari woven,no
16124,Sarees,default,woven design,small border,traditional,,same as saree,no
16126,Sarees,same as saree,zari,big border,party,,zari woven,yes
16132,Sarees,same as saree,zari,big border,traditional,,same as saree,no
16139,Sarees,default,default,small border,traditional,,same as saree,no
16141,Sarees,same as saree,zari,small border,daily,,zari woven,no
16144,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
16146,Sarees,same as border,temple border,big border,party,,zari woven,no
16148,Sarees,default,no border,no border,party,,same as saree,no
16152,Sarees,same as border,temple border,big border,party,,zari woven,no
16156,Sarees,same as saree,woven design,big border,daily,,same as saree,no
16164,Sarees,same as border,woven design,big border,daily,,same as saree,no
16168,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16169,Sarees,same as saree,zari,big border,party,,zari woven,no
16174,Sarees,default,zari,big border,party,,same as saree,no
16176,Sarees,same as saree,zari,small border,traditional,,same as saree,no
16177,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
16178,Sarees,same as border,zari,big border,party,,zari woven,yes
16180,Sarees,solid,default,small border,party,,same as saree,no
16199,Sarees,same as saree,woven design,,party,jacquard,woven design,no
16202,Sarees,same as saree,woven design,big border,daily,,same as saree,no
16212,Sarees,same as saree,woven design,big border,daily,,same as saree,no
16229,Sarees,same as saree,solid,small border,party,,same as saree,no
16241,Sarees,same as border,temple border,big border,party,,zari woven,no
16243,Sarees,default,zari,small border,traditional,,default,no
16257,Sarees,same as saree,zari,big border,party,,zari woven,no
16258,Sarees,same as saree,woven design,,party,jacquard,woven design,no
16264,Sarees,same as border,default,big border,traditional,,zari woven,no
16272,Sarees,same as border,zari,big border,party,,zari woven,yes
16286,Sarees,default,zari,big border,party,,zari woven,no
16291,Sarees,same as saree,woven design,small border,wedding,,same as saree,no
16305,Sarees,same as saree,woven design,small border,party,,same as saree,no
16313,Sarees,same as border,zari,small border,traditional,,zari woven,no
16315,Sarees,same as saree,solid,big border,daily,,same as saree,no
16319,Sarees,same as saree,zari,small border,party,,same as saree,no
16322,Sarees,same as border,zari,small border,party,,zari woven,no
16323,Sarees,same as saree,woven design,big border,daily,,same as saree,no
16329,Sarees,default,woven design,big border,daily,,same as saree,no
16330,Sarees,same as border,no border,no border,party,tassels and latkans,,no
16340,Sarees,same as border,temple border,big border,party,,zari woven,no
16351,Sarees,same as border,temple border,big border,party,,zari woven,no
16359,Sarees,default,zari,big border,party,,zari woven,no
16367,Sarees,same as border,default,small border,traditional,,same as saree,no
16370,Sarees,default,woven design,small border,traditional,,same as saree,no
16377,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16378,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16390,Sarees,same as border,woven design,big border,traditional,,same as saree,no
16402,Sarees,same as saree,zari,small border,traditional,,same as saree,no
16404,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16406,Sarees,default,default,big border,daily,,same as saree,no
16409,Sarees,same as border,temple border,big border,party,,zari woven,no
16418,Sarees,same as border,temple border,big border,party,,zari woven,yes
16426,Sarees,default,zari,small border,traditional,,same as saree,no
16433,Sarees,same as border,temple border,big border,party,,zari woven,no
16436,Sarees,same as saree,zari,small border,daily,,zari woven,no
16439,Sarees,same as border,woven design,small border,daily,,same as saree,no
16455,Sarees,default,no border,no border,party,,zari woven,no
16466,Sarees,solid,woven design,big border,daily,,zari woven,no
16473,Sarees,same as border,zari,big border,traditional,,zari woven,no
16486,Sarees,default,woven design,big border,traditional,,same as saree,no
16490,Sarees,same as border,zari,small border,party,,zari woven,no
16516,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
16522,Sarees,solid,zari,big border,daily,,zari woven,no
16524,Sarees,same as border,temple border,big border,party,,zari woven,yes
16543,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
16552,Sarees,default,zari,big border,party,,zari woven,no
16553,Sarees,default,default,big border,daily,,same as saree,no
16569,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
16571,Sarees,same as saree,woven design,,party,jacquard,woven design,no
16575,Sarees,same as saree,woven design,big border,party,,same as saree,no
16577,Sarees,same as border,woven design,big border,daily,,same as saree,no
16584,Sarees,same as saree,zari,small border,party,jacquard,,no
16589,Sarees,same as border,zari,big border,party,,zari woven,yes
16596,Sarees,same as saree,zari,small border,traditional,,zari woven,no
16607,Sarees,same as border,temple border,big border,party,,zari woven,yes
16609,Sarees,same as border,zari,big border,party,,zari woven,no
