id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
13657,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16641,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16480,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22157,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16782,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15256,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12534,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15469,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11804,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21231,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24790,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21998,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24618,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18770,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20182,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24795,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18456,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8468,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12127,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22460,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24902,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13056,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19979,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16540,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21532,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16893,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20636,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9196,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7726,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10455,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18792,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14863,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7987,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20187,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14877,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11239,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11289,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22672,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19957,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13447,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15742,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10893,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15998,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11322,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8383,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19561,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20157,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16206,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20476,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24221,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10174,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14237,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23750,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10812,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9884,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15779,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9117,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14746,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17824,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12414,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13999,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24315,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11686,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14697,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14959,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18741,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11652,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7529,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25578,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21638,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11973,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23277,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25728,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9445,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19201,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21967,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23617,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12982,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9438,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8273,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12202,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14874,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17335,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24085,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10946,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12067,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25248,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19105,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11191,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20277,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9617,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13852,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21823,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22951,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24967,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14091,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11013,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24038,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20045,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14403,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11534,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11020,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23956,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23136,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12040,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20487,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18012,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12170,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9386,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10295,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24382,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17331,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10698,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14228,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14765,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7928,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14645,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17986,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23438,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10395,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13342,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15254,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17988,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10966,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7536,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14543,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10129,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11138,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21448,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17400,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13724,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
